subject_id,session,hemi,roi,contrast_cat,volume,n_searchmask
sub-023,01,r,word_STG,face,2659.0,8178
sub-023,01,r,word_STG,house,862.0,8178
sub-023,01,r,word_STG,object,122.0,8178
sub-023,01,r,word_STG,word,1470.0,8178
sub-023,01,r,word_pSTG_liu,face,2538.0,6520
sub-023,01,r,word_pSTG_liu,house,519.0,6520
sub-023,01,r,word_pSTG_liu,object,28.0,6520
sub-023,01,r,word_pSTG_liu,word,689.0,6520
sub-023,01,r,word_IFG,face,1942.0,7417
sub-023,01,r,word_IFG,house,1527.0,7417
sub-023,01,r,word_IFG,object,173.0,7417
sub-023,01,r,word_IFG,word,14.0,7417
sub-023,01,r,evc,face,2047.0,10124
sub-023,01,r,evc,house,3363.0,10124
sub-023,01,r,evc,object,99.0,10124
sub-023,01,r,evc,word,1113.0,10124
sub-025,01,l,face_FFA,face,1278.0,11555
sub-025,01,l,face_FFA,house,574.0,11555
sub-025,01,l,face_FFA,object,6228.0,11555
sub-025,01,l,face_FFA,word,3053.0,11555
sub-025,01,l,face_STS,face,1187.0,12776
sub-025,01,l,face_STS,house,1287.0,12776
sub-025,01,l,face_STS,object,337.0,12776
sub-025,01,l,face_STS,word,147.0,12776
sub-025,01,l,house_PPA,face,3264.0,18879
sub-025,01,l,house_PPA,house,5463.0,18879
sub-025,01,l,house_PPA,object,2556.0,18879
sub-025,01,l,house_PPA,word,1747.0,18879
sub-025,01,l,house_TOS,face,4819.0,49054
sub-025,01,l,house_TOS,house,7518.0,49054
sub-025,01,l,house_TOS,object,20246.0,49054
sub-025,01,l,house_TOS,word,6295.0,49054
sub-025,01,l,object_pF,face,776.0,5286
sub-025,01,l,object_pF,house,416.0,5286
sub-025,01,l,object_pF,object,3671.0,5286
sub-025,01,l,object_pF,word,2276.0,5286
sub-025,01,l,object_LOC,face,4819.0,49054
sub-025,01,l,object_LOC,house,7518.0,49054
sub-025,01,l,object_LOC,object,20246.0,49054
sub-025,01,l,object_LOC,word,6295.0,49054
sub-025,01,l,word_VWFA,face,1278.0,11555
sub-025,01,l,word_VWFA,house,574.0,11555
sub-025,01,l,word_VWFA,object,6228.0,11555
sub-025,01,l,word_VWFA,word,3053.0,11555
sub-025,01,l,word_STG,face,1504.0,8368
sub-025,01,l,word_STG,house,2230.0,8368
sub-025,01,l,word_STG,object,0.0,8368
sub-025,01,l,word_STG,word,73.0,8368
sub-025,01,l,word_pSTG_liu,face,669.0,6632
sub-025,01,l,word_pSTG_liu,house,1239.0,6632
sub-025,01,l,word_pSTG_liu,object,0.0,6632
sub-025,01,l,word_pSTG_liu,word,61.0,6632
sub-025,01,l,word_IFG,face,876.0,9675
sub-025,01,l,word_IFG,house,281.0,9675
sub-025,01,l,word_IFG,object,189.0,9675
sub-025,01,l,word_IFG,word,332.0,9675
sub-025,01,l,evc,face,335.0,9531
sub-025,01,l,evc,house,1340.0,9531
sub-025,01,l,evc,object,408.0,9531
sub-025,01,l,evc,word,454.0,9531
sub-025,01,r,face_FFA,face,1003.0,11638
sub-025,01,r,face_FFA,house,938.0,11638
sub-025,01,r,face_FFA,object,6011.0,11638
sub-025,01,r,face_FFA,word,3168.0,11638
sub-025,01,r,face_STS,face,813.0,15566
sub-025,01,r,face_STS,house,244.0,15566
sub-025,01,r,face_STS,object,1373.0,15566
sub-025,01,r,face_STS,word,82.0,15566
sub-025,01,r,house_PPA,face,2497.0,19850
sub-025,01,r,house_PPA,house,5221.0,19850
sub-025,01,r,house_PPA,object,1670.0,19850
sub-025,01,r,house_PPA,word,1812.0,19850
sub-025,01,r,house_TOS,face,3028.0,47774
sub-025,01,r,house_TOS,house,7059.0,47774
sub-025,01,r,house_TOS,object,18041.0,47774
sub-025,01,r,house_TOS,word,2665.0,47774
sub-025,01,r,object_pF,face,969.0,6325
sub-025,01,r,object_pF,house,923.0,6325
sub-025,01,r,object_pF,object,3701.0,6325
sub-025,01,r,object_pF,word,2314.0,6325
sub-025,01,r,object_LOC,face,3028.0,47774
sub-025,01,r,object_LOC,house,7059.0,47774
sub-025,01,r,object_LOC,object,18041.0,47774
sub-025,01,r,object_LOC,word,2665.0,47774
sub-025,01,r,word_VWFA,face,1003.0,11638
sub-025,01,r,word_VWFA,house,938.0,11638
sub-025,01,r,word_VWFA,object,6011.0,11638
sub-025,01,r,word_VWFA,word,3168.0,11638
sub-025,01,r,word_STG,face,995.0,8980
sub-025,01,r,word_STG,house,518.0,8980
sub-025,01,r,word_STG,object,217.0,8980
sub-025,01,r,word_STG,word,0.0,8980
sub-025,01,r,word_pSTG_liu,face,776.0,7133
sub-025,01,r,word_pSTG_liu,house,215.0,7133
sub-025,01,r,word_pSTG_liu,object,181.0,7133
sub-025,01,r,word_pSTG_liu,word,0.0,7133
sub-025,01,r,word_IFG,face,47.0,8045
sub-025,01,r,word_IFG,house,468.0,8045
sub-025,01,r,word_IFG,object,181.0,8045
sub-025,01,r,word_IFG,word,93.0,8045
sub-025,01,r,evc,face,935.0,11071
sub-025,01,r,evc,house,1295.0,11071
sub-025,01,r,evc,object,767.0,11071
sub-025,01,r,evc,word,147.0,11071
sub-025,02,l,face_FFA,face,1581.0,11555
sub-025,02,l,face_FFA,house,490.0,11555
sub-025,02,l,face_FFA,object,8025.0,11555
sub-025,02,l,face_FFA,word,1954.0,11555
sub-025,02,l,face_STS,face,1359.0,12776
sub-025,02,l,face_STS,house,794.0,12776
sub-025,02,l,face_STS,object,1293.0,12776
sub-025,02,l,face_STS,word,80.0,12776
sub-025,02,l,house_PPA,face,3024.0,18879
sub-025,02,l,house_PPA,house,4046.0,18879
sub-025,02,l,house_PPA,object,3375.0,18879
sub-025,02,l,house_PPA,word,1640.0,18879
sub-025,02,l,house_TOS,face,4787.0,49054
sub-025,02,l,house_TOS,house,5401.0,49054
sub-025,02,l,house_TOS,object,26149.0,49054
sub-025,02,l,house_TOS,word,3967.0,49054
sub-025,02,l,object_pF,face,838.0,5286
sub-025,02,l,object_pF,house,453.0,5286
sub-025,02,l,object_pF,object,4244.0,5286
sub-025,02,l,object_pF,word,1349.0,5286
sub-025,02,l,object_LOC,face,4787.0,49054
sub-025,02,l,object_LOC,house,5401.0,49054
sub-025,02,l,object_LOC,object,26149.0,49054
sub-025,02,l,object_LOC,word,3967.0,49054
sub-025,02,l,word_VWFA,face,1581.0,11555
sub-025,02,l,word_VWFA,house,490.0,11555
sub-025,02,l,word_VWFA,object,8025.0,11555
sub-025,02,l,word_VWFA,word,1954.0,11555
sub-025,02,l,word_STG,face,1902.0,8368
sub-025,02,l,word_STG,house,680.0,8368
sub-025,02,l,word_STG,object,666.0,8368
sub-025,02,l,word_STG,word,76.0,8368
sub-025,02,l,word_pSTG_liu,face,1233.0,6632
sub-025,02,l,word_pSTG_liu,house,616.0,6632
sub-025,02,l,word_pSTG_liu,object,637.0,6632
sub-025,02,l,word_pSTG_liu,word,75.0,6632
sub-025,02,l,word_IFG,face,348.0,9675
sub-025,02,l,word_IFG,house,139.0,9675
sub-025,02,l,word_IFG,object,1346.0,9675
sub-025,02,l,word_IFG,word,270.0,9675
sub-025,02,l,evc,face,251.0,9531
sub-025,02,l,evc,house,678.0,9531
sub-025,02,l,evc,object,1022.0,9531
sub-025,02,l,evc,word,496.0,9531
sub-025,02,r,face_FFA,face,1978.0,11638
sub-025,02,r,face_FFA,house,1057.0,11638
sub-025,02,r,face_FFA,object,7820.0,11638
sub-025,02,r,face_FFA,word,1373.0,11638
sub-025,02,r,face_STS,face,3207.0,15566
sub-025,02,r,face_STS,house,31.0,15566
sub-025,02,r,face_STS,object,2024.0,15566
sub-025,02,r,face_STS,word,0.0,15566
sub-025,02,r,house_PPA,face,2983.0,19850
sub-025,02,r,house_PPA,house,3825.0,19850
sub-025,02,r,house_PPA,object,2573.0,19850
sub-025,02,r,house_PPA,word,1301.0,19850
sub-025,02,r,house_TOS,face,5485.0,47774
sub-025,02,r,house_TOS,house,5512.0,47774
sub-025,02,r,house_TOS,object,20421.0,47774
sub-025,02,r,house_TOS,word,2634.0,47774
sub-025,02,r,object_pF,face,1480.0,6325
sub-025,02,r,object_pF,house,981.0,6325
sub-025,02,r,object_pF,object,5374.0,6325
sub-025,02,r,object_pF,word,1138.0,6325
sub-025,02,r,object_LOC,face,5485.0,47774
sub-025,02,r,object_LOC,house,5512.0,47774
sub-025,02,r,object_LOC,object,20421.0,47774
sub-025,02,r,object_LOC,word,2634.0,47774
sub-025,02,r,word_VWFA,face,1978.0,11638
sub-025,02,r,word_VWFA,house,1057.0,11638
sub-025,02,r,word_VWFA,object,7820.0,11638
sub-025,02,r,word_VWFA,word,1373.0,11638
sub-025,02,r,word_STG,face,2432.0,8980
sub-025,02,r,word_STG,house,76.0,8980
sub-025,02,r,word_STG,object,234.0,8980
sub-025,02,r,word_STG,word,2.0,8980
sub-025,02,r,word_pSTG_liu,face,2088.0,7133
sub-025,02,r,word_pSTG_liu,house,28.0,7133
sub-025,02,r,word_pSTG_liu,object,230.0,7133
sub-025,02,r,word_pSTG_liu,word,0.0,7133
sub-025,02,r,word_IFG,face,1103.0,8045
sub-025,02,r,word_IFG,house,0.0,8045
sub-025,02,r,word_IFG,object,255.0,8045
sub-025,02,r,word_IFG,word,136.0,8045
sub-025,02,r,evc,face,985.0,11071
sub-025,02,r,evc,house,202.0,11071
sub-025,02,r,evc,object,1451.0,11071
sub-025,02,r,evc,word,81.0,11071
sub-025,03,l,face_FFA,face,1566.0,11555
sub-025,03,l,face_FFA,house,679.0,11555
sub-025,03,l,face_FFA,object,7252.0,11555
sub-025,03,l,face_FFA,word,1871.0,11555
sub-025,03,l,face_STS,face,130.0,12776
sub-025,03,l,face_STS,house,0.0,12776
sub-025,03,l,face_STS,object,3032.0,12776
sub-025,03,l,face_STS,word,6.0,12776
sub-025,03,l,house_PPA,face,1237.0,18879
sub-025,03,l,house_PPA,house,2949.0,18879
sub-025,03,l,house_PPA,object,3519.0,18879
sub-025,03,l,house_PPA,word,1335.0,18879
sub-025,03,l,house_TOS,face,2180.0,49054
sub-025,03,l,house_TOS,house,5959.0,49054
sub-025,03,l,house_TOS,object,28589.0,49054
sub-025,03,l,house_TOS,word,1839.0,49054
sub-025,03,l,object_pF,face,858.0,5286
sub-025,03,l,object_pF,house,554.0,5286
sub-025,03,l,object_pF,object,4051.0,5286
sub-025,03,l,object_pF,word,1142.0,5286
sub-025,03,l,object_LOC,face,2180.0,49054
sub-025,03,l,object_LOC,house,5959.0,49054
sub-025,03,l,object_LOC,object,28589.0,49054
sub-025,03,l,object_LOC,word,1839.0,49054
sub-025,03,l,word_VWFA,face,1566.0,11555
sub-025,03,l,word_VWFA,house,679.0,11555
sub-025,03,l,word_VWFA,object,7252.0,11555
sub-025,03,l,word_VWFA,word,1871.0,11555
sub-025,03,l,word_STG,face,383.0,8368
sub-025,03,l,word_STG,house,0.0,8368
sub-025,03,l,word_STG,object,997.0,8368
sub-025,03,l,word_STG,word,221.0,8368
sub-025,03,l,word_pSTG_liu,face,128.0,6632
sub-025,03,l,word_pSTG_liu,house,0.0,6632
sub-025,03,l,word_pSTG_liu,object,969.0,6632
sub-025,03,l,word_pSTG_liu,word,6.0,6632
sub-025,03,l,word_IFG,face,0.0,9675
sub-025,03,l,word_IFG,house,150.0,9675
sub-025,03,l,word_IFG,object,3058.0,9675
sub-025,03,l,word_IFG,word,128.0,9675
sub-025,03,l,evc,face,110.0,9531
sub-025,03,l,evc,house,823.0,9531
sub-025,03,l,evc,object,595.0,9531
sub-025,03,l,evc,word,76.0,9531
sub-025,03,r,face_FFA,face,1792.0,11638
sub-025,03,r,face_FFA,house,1447.0,11638
sub-025,03,r,face_FFA,object,6953.0,11638
sub-025,03,r,face_FFA,word,1384.0,11638
sub-025,03,r,face_STS,face,1803.0,15566
sub-025,03,r,face_STS,house,666.0,15566
sub-025,03,r,face_STS,object,1428.0,15566
sub-025,03,r,face_STS,word,131.0,15566
sub-025,03,r,house_PPA,face,2914.0,19850
sub-025,03,r,house_PPA,house,3870.0,19850
sub-025,03,r,house_PPA,object,1816.0,19850
sub-025,03,r,house_PPA,word,816.0,19850
sub-025,03,r,house_TOS,face,2909.0,47774
sub-025,03,r,house_TOS,house,10394.0,47774
sub-025,03,r,house_TOS,object,24829.0,47774
sub-025,03,r,house_TOS,word,866.0,47774
sub-025,03,r,object_pF,face,1632.0,6325
sub-025,03,r,object_pF,house,1423.0,6325
sub-025,03,r,object_pF,object,4731.0,6325
sub-025,03,r,object_pF,word,1361.0,6325
sub-025,03,r,object_LOC,face,2909.0,47774
sub-025,03,r,object_LOC,house,10394.0,47774
sub-025,03,r,object_LOC,object,24829.0,47774
sub-025,03,r,object_LOC,word,866.0,47774
sub-025,03,r,word_VWFA,face,1792.0,11638
sub-025,03,r,word_VWFA,house,1447.0,11638
sub-025,03,r,word_VWFA,object,6953.0,11638
sub-025,03,r,word_VWFA,word,1384.0,11638
sub-025,03,r,word_STG,face,1375.0,8980
sub-025,03,r,word_STG,house,416.0,8980
sub-025,03,r,word_STG,object,96.0,8980
sub-025,03,r,word_STG,word,158.0,8980
sub-025,03,r,word_pSTG_liu,face,1127.0,7133
sub-025,03,r,word_pSTG_liu,house,415.0,7133
sub-025,03,r,word_pSTG_liu,object,85.0,7133
sub-025,03,r,word_pSTG_liu,word,125.0,7133
sub-025,03,r,word_IFG,face,1188.0,8045
sub-025,03,r,word_IFG,house,409.0,8045
sub-025,03,r,word_IFG,object,110.0,8045
sub-025,03,r,word_IFG,word,0.0,8045
sub-025,03,r,evc,face,841.0,11071
sub-025,03,r,evc,house,945.0,11071
sub-025,03,r,evc,object,1262.0,11071
sub-025,03,r,evc,word,2.0,11071
sub-026,01,l,face_FFA,face,70.0,10108
sub-026,01,l,face_FFA,house,60.0,10108
sub-026,01,l,face_FFA,object,5813.0,10108
sub-026,01,l,face_FFA,word,2.0,10108
sub-026,01,l,face_STS,face,419.0,11003
sub-026,01,l,face_STS,house,71.0,11003
sub-026,01,l,face_STS,object,769.0,11003
sub-026,01,l,face_STS,word,195.0,11003
sub-026,01,l,house_PPA,face,800.0,16348
sub-026,01,l,house_PPA,house,2935.0,16348
sub-026,01,l,house_PPA,object,1953.0,16348
sub-026,01,l,house_PPA,word,90.0,16348
sub-026,01,l,house_TOS,face,429.0,42727
sub-026,01,l,house_TOS,house,3218.0,42727
sub-026,01,l,house_TOS,object,18843.0,42727
sub-026,01,l,house_TOS,word,5804.0,42727
sub-026,01,l,object_pF,face,0.0,4626
sub-026,01,l,object_pF,house,34.0,4626
sub-026,01,l,object_pF,object,3395.0,4626
sub-026,01,l,object_pF,word,2.0,4626
sub-026,01,l,object_LOC,face,429.0,42727
sub-026,01,l,object_LOC,house,3218.0,42727
sub-026,01,l,object_LOC,object,18843.0,42727
sub-026,01,l,object_LOC,word,5804.0,42727
sub-026,01,l,word_VWFA,face,70.0,10108
sub-026,01,l,word_VWFA,house,60.0,10108
sub-026,01,l,word_VWFA,object,5813.0,10108
sub-026,01,l,word_VWFA,word,2.0,10108
sub-026,01,l,word_STG,face,49.0,7213
sub-026,01,l,word_STG,house,59.0,7213
sub-026,01,l,word_STG,object,3.0,7213
sub-026,01,l,word_STG,word,95.0,7213
sub-026,01,l,word_pSTG_liu,face,49.0,5742
sub-026,01,l,word_pSTG_liu,house,48.0,5742
sub-026,01,l,word_pSTG_liu,object,3.0,5742
sub-026,01,l,word_pSTG_liu,word,95.0,5742
sub-026,01,l,word_IFG,face,5.0,8368
sub-026,01,l,word_IFG,house,0.0,8368
sub-026,01,l,word_IFG,object,90.0,8368
sub-026,01,l,word_IFG,word,60.0,8368
sub-026,01,l,evc,face,1514.0,8411
sub-026,01,l,evc,house,2540.0,8411
sub-026,01,l,evc,object,1006.0,8411
sub-026,01,l,evc,word,648.0,8411
sub-026,01,r,face_FFA,face,44.0,10256
sub-026,01,r,face_FFA,house,626.0,10256
sub-026,01,r,face_FFA,object,5605.0,10256
sub-026,01,r,face_FFA,word,118.0,10256
sub-026,01,r,face_STS,face,307.0,13491
sub-026,01,r,face_STS,house,0.0,13491
sub-026,01,r,face_STS,object,3337.0,13491
sub-026,01,r,face_STS,word,331.0,13491
sub-026,01,r,house_PPA,face,2221.0,17209
sub-026,01,r,house_PPA,house,5054.0,17209
sub-026,01,r,house_PPA,object,2343.0,17209
sub-026,01,r,house_PPA,word,268.0,17209
sub-026,01,r,house_TOS,face,233.0,41521
sub-026,01,r,house_TOS,house,1824.0,41521
sub-026,01,r,house_TOS,object,26112.0,41521
sub-026,01,r,house_TOS,word,2581.0,41521
sub-026,01,r,object_pF,face,39.0,5588
sub-026,01,r,object_pF,house,626.0,5588
sub-026,01,r,object_pF,object,3695.0,5588
sub-026,01,r,object_pF,word,118.0,5588
sub-026,01,r,object_LOC,face,233.0,41521
sub-026,01,r,object_LOC,house,1824.0,41521
sub-026,01,r,object_LOC,object,26112.0,41521
sub-026,01,r,object_LOC,word,2581.0,41521
sub-026,01,r,word_VWFA,face,44.0,10256
sub-026,01,r,word_VWFA,house,626.0,10256
sub-026,01,r,word_VWFA,object,5605.0,10256
sub-026,01,r,word_VWFA,word,118.0,10256
sub-026,01,r,word_STG,face,310.0,7748
sub-026,01,r,word_STG,house,20.0,7748
sub-026,01,r,word_STG,object,180.0,7748
sub-026,01,r,word_STG,word,92.0,7748
sub-026,01,r,word_pSTG_liu,face,307.0,6152
sub-026,01,r,word_pSTG_liu,house,0.0,6152
sub-026,01,r,word_pSTG_liu,object,8.0,6152
sub-026,01,r,word_pSTG_liu,word,92.0,6152
sub-026,01,r,word_IFG,face,355.0,6866
sub-026,01,r,word_IFG,house,0.0,6866
sub-026,01,r,word_IFG,object,302.0,6866
sub-026,01,r,word_IFG,word,0.0,6866
sub-026,01,r,evc,face,2622.0,9429
sub-026,01,r,evc,house,2953.0,9429
sub-026,01,r,evc,object,1059.0,9429
sub-026,01,r,evc,word,1025.0,9429
sub-027,02,l,face_FFA,face,930.0,8873
sub-027,02,l,face_FFA,house,415.0,8873
sub-027,02,l,face_FFA,object,1791.0,8873
sub-027,02,l,face_FFA,word,3.0,8873
sub-027,02,l,face_STS,face,57.0,9901
sub-027,02,l,face_STS,house,24.0,9901
sub-027,02,l,face_STS,object,2607.0,9901
sub-027,02,l,face_STS,word,36.0,9901
sub-027,02,l,house_PPA,face,1268.0,14408
sub-027,02,l,house_PPA,house,2399.0,14408
sub-027,02,l,house_PPA,object,905.0,14408
sub-027,02,l,house_PPA,word,60.0,14408
sub-027,02,l,house_TOS,face,448.0,37585
sub-027,02,l,house_TOS,house,552.0,37585
sub-027,02,l,house_TOS,object,15502.0,37585
sub-027,02,l,house_TOS,word,100.0,37585
sub-027,02,l,object_pF,face,64.0,4021
sub-027,02,l,object_pF,house,234.0,4021
sub-027,02,l,object_pF,object,904.0,4021
sub-027,02,l,object_pF,word,0.0,4021
sub-027,02,l,object_LOC,face,448.0,37585
sub-027,02,l,object_LOC,house,552.0,37585
sub-027,02,l,object_LOC,object,15502.0,37585
sub-027,02,l,object_LOC,word,100.0,37585
sub-027,02,l,word_VWFA,face,930.0,8873
sub-027,02,l,word_VWFA,house,415.0,8873
sub-027,02,l,word_VWFA,object,1791.0,8873
sub-027,02,l,word_VWFA,word,3.0,8873
sub-027,02,l,word_STG,face,84.0,6475
sub-027,02,l,word_STG,house,22.0,6475
sub-027,02,l,word_STG,object,296.0,6475
sub-027,02,l,word_STG,word,0.0,6475
sub-027,02,l,word_pSTG_liu,face,57.0,5134
sub-027,02,l,word_pSTG_liu,house,21.0,5134
sub-027,02,l,word_pSTG_liu,object,296.0,5134
sub-027,02,l,word_pSTG_liu,word,0.0,5134
sub-027,02,l,word_IFG,face,156.0,7346
sub-027,02,l,word_IFG,house,551.0,7346
sub-027,02,l,word_IFG,object,69.0,7346
sub-027,02,l,word_IFG,word,1.0,7346
sub-027,02,l,evc,face,899.0,7318
sub-027,02,l,evc,house,931.0,7318
sub-027,02,l,evc,object,259.0,7318
sub-027,02,l,evc,word,0.0,7318
sub-027,02,r,face_FFA,face,0.0,8933
sub-027,02,r,face_FFA,house,6.0,8933
sub-027,02,r,face_FFA,object,1008.0,8933
sub-027,02,r,face_FFA,word,10.0,8933
sub-027,02,r,face_STS,face,47.0,11972
sub-027,02,r,face_STS,house,0.0,11972
sub-027,02,r,face_STS,object,3951.0,11972
sub-027,02,r,face_STS,word,0.0,11972
sub-027,02,r,house_PPA,face,1688.0,15271
sub-027,02,r,house_PPA,house,1728.0,15271
sub-027,02,r,house_PPA,object,758.0,15271
sub-027,02,r,house_PPA,word,31.0,15271
sub-027,02,r,house_TOS,face,303.0,36525
sub-027,02,r,house_TOS,house,212.0,36525
sub-027,02,r,house_TOS,object,10903.0,36525
sub-027,02,r,house_TOS,word,89.0,36525
sub-027,02,r,object_pF,face,0.0,4888
sub-027,02,r,object_pF,house,6.0,4888
sub-027,02,r,object_pF,object,777.0,4888
sub-027,02,r,object_pF,word,0.0,4888
sub-027,02,r,object_LOC,face,303.0,36525
sub-027,02,r,object_LOC,house,212.0,36525
sub-027,02,r,object_LOC,object,10903.0,36525
sub-027,02,r,object_LOC,word,89.0,36525
sub-027,02,r,word_VWFA,face,0.0,8933
sub-027,02,r,word_VWFA,house,6.0,8933
sub-027,02,r,word_VWFA,object,1008.0,8933
sub-027,02,r,word_VWFA,word,10.0,8933
sub-027,02,r,word_STG,face,0.0,6893
sub-027,02,r,word_STG,house,0.0,6893
sub-027,02,r,word_STG,object,1245.0,6893
sub-027,02,r,word_STG,word,0.0,6893
sub-027,02,r,word_pSTG_liu,face,0.0,5493
sub-027,02,r,word_pSTG_liu,house,0.0,5493
sub-027,02,r,word_pSTG_liu,object,1245.0,5493
sub-027,02,r,word_pSTG_liu,word,0.0,5493
sub-027,02,r,word_IFG,face,147.0,6158
sub-027,02,r,word_IFG,house,90.0,6158
sub-027,02,r,word_IFG,object,18.0,6158
sub-027,02,r,word_IFG,word,0.0,6158
sub-027,02,r,evc,face,2796.0,8417
sub-027,02,r,evc,house,2206.0,8417
sub-027,02,r,evc,object,213.0,8417
sub-027,02,r,evc,word,0.0,8417
sub-028,01,l,face_FFA,face,414.0,10911
sub-028,01,l,face_FFA,house,644.0,10911
sub-028,01,l,face_FFA,object,3489.0,10911
sub-028,01,l,face_FFA,word,2397.0,10911
sub-028,01,l,face_STS,face,54.0,12048
sub-028,01,l,face_STS,house,425.0,12048
sub-028,01,l,face_STS,object,367.0,12048
sub-028,01,l,face_STS,word,125.0,12048
sub-028,01,l,house_PPA,face,1078.0,17673
sub-028,01,l,house_PPA,house,2333.0,17673
sub-028,01,l,house_PPA,object,1408.0,17673
sub-028,01,l,house_PPA,word,953.0,17673
sub-028,01,l,house_TOS,face,720.0,46454
sub-028,01,l,house_TOS,house,5704.0,46454
sub-028,01,l,house_TOS,object,10496.0,46454
sub-028,01,l,house_TOS,word,6423.0,46454
sub-028,01,l,object_pF,face,316.0,4941
sub-028,01,l,object_pF,house,602.0,4941
sub-028,01,l,object_pF,object,1982.0,4941
sub-028,01,l,object_pF,word,1556.0,4941
sub-028,01,l,object_LOC,face,720.0,46454
sub-028,01,l,object_LOC,house,5704.0,46454
sub-028,01,l,object_LOC,object,10496.0,46454
sub-028,01,l,object_LOC,word,6423.0,46454
sub-028,01,l,word_VWFA,face,414.0,10911
sub-028,01,l,word_VWFA,house,644.0,10911
sub-028,01,l,word_VWFA,object,3489.0,10911
sub-028,01,l,word_VWFA,word,2397.0,10911
sub-028,01,l,word_STG,face,2.0,7884
sub-028,01,l,word_STG,house,339.0,7884
sub-028,01,l,word_STG,object,107.0,7884
sub-028,01,l,word_STG,word,0.0,7884
sub-028,01,l,word_pSTG_liu,face,0.0,6215
sub-028,01,l,word_pSTG_liu,house,338.0,6215
sub-028,01,l,word_pSTG_liu,object,80.0,6215
sub-028,01,l,word_pSTG_liu,word,0.0,6215
sub-028,01,l,word_IFG,face,26.0,9120
sub-028,01,l,word_IFG,house,24.0,9120
sub-028,01,l,word_IFG,object,1609.0,9120
sub-028,01,l,word_IFG,word,167.0,9120
sub-028,01,l,evc,face,1046.0,9037
sub-028,01,l,evc,house,1750.0,9037
sub-028,01,l,evc,object,24.0,9037
sub-028,01,l,evc,word,6.0,9037
sub-028,01,r,face_FFA,face,1251.0,11033
sub-028,01,r,face_FFA,house,715.0,11033
sub-028,01,r,face_FFA,object,2094.0,11033
sub-028,01,r,face_FFA,word,829.0,11033
sub-028,01,r,face_STS,face,2254.0,14730
sub-028,01,r,face_STS,house,707.0,14730
sub-028,01,r,face_STS,object,699.0,14730
sub-028,01,r,face_STS,word,70.0,14730
sub-028,01,r,house_PPA,face,1778.0,18797
sub-028,01,r,house_PPA,house,2896.0,18797
sub-028,01,r,house_PPA,object,295.0,18797
sub-028,01,r,house_PPA,word,1133.0,18797
sub-028,01,r,house_TOS,face,4109.0,45091
sub-028,01,r,house_TOS,house,8258.0,45091
sub-028,01,r,house_TOS,object,4241.0,45091
sub-028,01,r,house_TOS,word,2606.0,45091
sub-028,01,r,object_pF,face,1201.0,6011
sub-028,01,r,object_pF,house,655.0,6011
sub-028,01,r,object_pF,object,1384.0,6011
sub-028,01,r,object_pF,word,629.0,6011
sub-028,01,r,object_LOC,face,4109.0,45091
sub-028,01,r,object_LOC,house,8258.0,45091
sub-028,01,r,object_LOC,object,4241.0,45091
sub-028,01,r,object_LOC,word,2606.0,45091
sub-028,01,r,word_VWFA,face,1251.0,11033
sub-028,01,r,word_VWFA,house,715.0,11033
sub-028,01,r,word_VWFA,object,2094.0,11033
sub-028,01,r,word_VWFA,word,829.0,11033
sub-028,01,r,word_STG,face,654.0,8489
sub-028,01,r,word_STG,house,537.0,8489
sub-028,01,r,word_STG,object,485.0,8489
sub-028,01,r,word_STG,word,373.0,8489
sub-028,01,r,word_pSTG_liu,face,643.0,6732
sub-028,01,r,word_pSTG_liu,house,537.0,6732
sub-028,01,r,word_pSTG_liu,object,183.0,6732
sub-028,01,r,word_pSTG_liu,word,70.0,6732
sub-028,01,r,word_IFG,face,1962.0,7630
sub-028,01,r,word_IFG,house,323.0,7630
sub-028,01,r,word_IFG,object,53.0,7630
sub-028,01,r,word_IFG,word,27.0,7630
sub-028,01,r,evc,face,3404.0,10397
sub-028,01,r,evc,house,1953.0,10397
sub-028,01,r,evc,object,44.0,10397
sub-028,01,r,evc,word,0.0,10397
sub-029,01,l,face_FFA,face,941.0,9838
sub-029,01,l,face_FFA,house,489.0,9838
sub-029,01,l,face_FFA,object,5252.0,9838
sub-029,01,l,face_FFA,word,1022.0,9838
sub-029,01,l,face_STS,face,671.0,10984
sub-029,01,l,face_STS,house,687.0,10984
sub-029,01,l,face_STS,object,399.0,10984
sub-029,01,l,face_STS,word,801.0,10984
sub-029,01,l,house_PPA,face,2910.0,16323
sub-029,01,l,house_PPA,house,3313.0,16323
sub-029,01,l,house_PPA,object,1429.0,16323
sub-029,01,l,house_PPA,word,1117.0,16323
sub-029,01,l,house_TOS,face,6511.0,42175
sub-029,01,l,house_TOS,house,7963.0,42175
sub-029,01,l,house_TOS,object,10316.0,42175
sub-029,01,l,house_TOS,word,1892.0,42175
sub-029,01,l,object_pF,face,580.0,4526
sub-029,01,l,object_pF,house,465.0,4526
sub-029,01,l,object_pF,object,3304.0,4526
sub-029,01,l,object_pF,word,92.0,4526
sub-029,01,l,object_LOC,face,6511.0,42175
sub-029,01,l,object_LOC,house,7963.0,42175
sub-029,01,l,object_LOC,object,10316.0,42175
sub-029,01,l,object_LOC,word,1892.0,42175
sub-029,01,l,word_VWFA,face,941.0,9838
sub-029,01,l,word_VWFA,house,489.0,9838
sub-029,01,l,word_VWFA,object,5252.0,9838
sub-029,01,l,word_VWFA,word,1022.0,9838
sub-029,01,l,word_STG,face,166.0,7099
