measure,comparison,comparison_name,spec,beta,p,n_group_a,n_group_b,role,paired,age_cap,roi_set,drop_word
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],binB  word | face+house+object,-0.2724086690743157,0.054989002199560086,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],binC  word+face+house | object,-0.2143986227192028,0.1943611277744451,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],cont  |LI| z>1.96,-0.9729096854670584,0.11857628474305139,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],cont  |LI| z>2.33,-0.9171091692563276,0.11397720455908818,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],rank  word>face>object=house,-0.08445762772246856,0.15336932613477305,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],sign  LI toward lost side z>2.33,0.36079249926281515,0.2019596080783843,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],"sign  LI toward lost side, thr-free",0.27238790841628885,0.22535492901419715,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],binA  word+face | house+object,0.11801010916755855,0.29014197160567884,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],binB  word | face+house+object,0.04354160490859932,0.728254349130174,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],binC  word+face+house | object,0.09346634418834088,0.47810437912417514,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],cont  |LI| z>1.96,0.44958626697165976,0.4277144571085783,36,12,supplemental,False,23.0,primary_strict,False
