stage,measure,comparison,comparison_name,role,paired,spec,roi,pair,model,factor,beta,chi2,df,p,q_fdr,cohen_d,diff,n_a,n_b,converged,age_cap,roi_set,drop_word,age_beta,age_p,surg_beta,surg_p,group_var,n_obs,warn,formula,higher_group
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,binB  word | face+house+object,,,,,-0.0626871726656858,,,0.6043395660433957,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,binC  word+face+house | object,,,,,0.0791055542406237,,,0.3071692830716928,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,cont  |LI| z>1.96,,,,,0.0236698027683986,,,0.9646035396460354,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,cont  |LI| z>2.33,,,,,-0.0072254480007889,,,0.9886011398860114,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,rank  word>face>object=house,,,,,0.0082582190631903,,,0.8839116088391161,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,sign  LI toward lost side z>2.33,,,,,-0.2292154824781054,,,0.2875712428757124,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,"sign  LI toward lost side, thr-free",,,,,-0.1867243858447974,,,0.2683731626837316,,,,36,12,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,binA  word+face | house+object,,,,,0.1345190239271254,,,0.0216978302169783,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,binB  word | face+house+object,,,,,0.3401349952202795,,,0.0006999300069993,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,binC  word+face+house | object,,,,,0.0773632437882538,,,0.083991600839916,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,cont  |LI| z>1.96,,,,,0.3618716141377003,,,0.0385961403859614,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,cont  |LI| z>2.33,,,,,0.336417299849298,,,0.0377962203779622,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,rank  word>face>object=house,,,,,0.0281089983037687,,,0.0502949705029497,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,sign  LI toward lost side z>2.33,,,,,-0.828463340150081,,,9.999000099990002e-05,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
grid,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,"sign  LI toward lost side, thr-free",,,,,-0.6522516472832846,,,9.999000099990002e-05,,,,36,36,,23.0,primary_strict,False,,,,,,,,,
lmm,peak_z,1,A = LH ctrl        B = LH-intact pt,primary,False,,,,primary,roi,,6.161487241043854,3.0,0.1040124592859041,,,,36,12,True,23.0,,,0.1912184001110184,0.0168491963705615,,,3.3037302219183813,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,peak_z,2,A = RH ctrl        B = RH-intact pt,primary,False,,,,primary,roi,,1.9725340058547665,3.0,0.5781269005343264,,,,36,12,True,23.0,,,0.3465143120600722,1.292899918958518e-05,,,2.9389563669988688,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,peak_z,3,A = LH-intact pt   B = RH-intact pt,primary,False,,,,primary,roi,,3.085208311536246,3.0,0.3786733992019436,,,,12,12,True,23.0,,,0.2204663040764442,0.1176356000122871,2.2892437548196853,0.0141544371573345,3.7290184875301295,96.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age + C(surg),
lmm,peak_z,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,,,primary,roi,,8.007055548344931,3.0,0.0458661136069607,,,,36,12,True,23.0,,,0.2642291112955361,0.0015911535756116,,,3.526142484819629,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,peak_z,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,,,primary,roi,,6.7413887102574455,3.0,0.0806136994170393,,,,36,12,True,23.0,,,0.2721637650485404,0.00042766556243,,,2.8997069897649026,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,peak_z,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,,,primary,roi,,11.129604862449844,3.0,0.0110453044750783,,,,36,36,True,23.0,,,0.2601722558696644,0.0013048379320495,,,3.0401948581126423,288.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,distinctiveness,1,A = LH ctrl        B = LH-intact pt,primary,False,,,,primary,roi,,3.569043784637327,3.0,0.3119171591974069,,,,36,12,True,23.0,,,0.0060488971380531,0.4085980965589587,,,0.0072669320198089,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; The MLE may be on the boundary",y ~ C(f) * C(g) + age,
lmm,distinctiveness,2,A = RH ctrl        B = RH-intact pt,primary,False,,,,primary,roi,,3.857108933925265,3.0,0.2773129203453862,,,,36,12,True,23.0,,,-0.0042120748698093,0.581201588345744,,,0.0067227227926172,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; The MLE may be on the boundary",y ~ C(f) * C(g) + age,
lmm,distinctiveness,3,A = LH-intact pt   B = RH-intact pt,primary,False,,,,primary,roi,,0.5434802544020725,3.0,0.909240259499864,,,,12,12,True,23.0,,,-0.0056443280555075,0.6474252097753368,-0.0313808625408733,0.7010341940639415,0.0001920182301429,96.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; Maximum Likelihood optimizatio",y ~ C(f) * C(g) + age + C(surg),
lmm,distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,,,primary,roi,,4.713732426492549,3.0,0.1939999306275988,,,,36,12,True,23.0,,,-0.0050216991012158,0.5033309269115043,,,0.0020962454916726,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; The MLE may be on the boundary",y ~ C(f) * C(g) + age,
lmm,distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,,,primary,roi,,1.3581038169752593,3.0,0.7153841309071594,,,,36,12,True,23.0,,,0.0070616803474669,0.3413496060967567,,,0.0115862244658661,192.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + age,
lmm,distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,,,primary,roi,,16.675828324873514,3.0,0.0008239456942487,,,,36,36,False,23.0,,,0.0027731171730507,0.6922846391613704,,,0.0128266393128109,288.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; Gradient optimization failed, ",y ~ C(f) * C(g) + age,
lmm,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,,,primary,pair,,7.362634841360268,5.0,0.1950371438850126,,,,36,12,True,23.0,,,0.0030912108199558,0.6435936342478372,,,0.0228639784820459,1152.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age,
lmm,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,,,primary,pair,,24.36177397880496,5.0,0.0001849711803414,,,,36,12,True,23.0,,,-0.0076340258998843,0.3025633608799782,,,0.0288308865239378,1152.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age,
lmm,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,,,primary,pair,,2.059742057443396,5.0,0.8408183740734901,,,,12,12,True,23.0,,,-0.0104962772602798,0.3853480121391289,-0.06897412919953,0.3890608960244642,0.0275340756768179,576.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age + C(surg),
lmm,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,,,primary,pair,,27.740540883020397,5.0,4.090545310752532e-05,,,,36,12,True,23.0,,,-0.0065407685563727,0.3765738732650788,,,0.0291181133734313,1152.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age,
lmm,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,,,primary,pair,,5.161457785768223,5.0,0.3964953150175269,,,,36,12,True,23.0,,,0.002174712075891,0.745808856896898,,,0.0229124119168636,1152.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age,
lmm,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,,,primary,pair,,32.182798166897065,5.0,5.466025351972936e-06,,,,36,36,True,23.0,,,0.0002889473602038,0.9639471664638743,,,0.0184477263480603,1728.0,"Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future; is_categorical_dtype is deprec",y ~ C(f) * C(g) + C(roi) + age,
roi,peak_z,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,,,,,,,0.0066993300669933,0.0267973202679732,-0.9516343412537804,-2.835696119463009,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.0613938606139386,0.1227877212278772,-0.634654769044017,-1.582044997123913,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,,,,,,,0.2600739926007399,0.3467653234676532,-0.3799302474835064,-1.448574922077336,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,,,,,,,0.549045095490451,0.549045095490451,-0.2022327562238539,-0.3670920353330524,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,,,,,,,0.3790620937906209,0.7581241875812419,-0.298609680763465,-1.0184657738461222,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.1922807719228077,0.7581241875812419,-0.4372406674509536,-1.2969806469337195,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,,,,,,,0.7408259174082592,0.807919208079192,-0.1138139090281988,-0.4732761394843905,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,,,,,,,0.807919208079192,0.807919208079192,0.0804156542041299,0.1203525261054707,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,,,,,,,0.5297470252974702,0.7063293670632936,0.2556446145115565,0.9432379386745886,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.3711628837116288,0.7063293670632936,0.3727256159755931,1.0792164852748891,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,,,,,,,0.1696830316968303,0.6787321267873213,0.572044920257778,2.167681381507254,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,,,,,,,0.9867013298670132,0.9867013298670132,0.0071600925086653,0.0153008739234792,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,,,,,,,0.0837916208379162,0.1117221611172216,-0.5953013541522163,-1.9617037125207109,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,,,,,,,0.0150984901509849,0.0603939606039396,-0.8465242042397888,-2.376197132208609,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,,,,,,,0.0604939506049395,0.1117221611172216,-0.6343766839379091,-2.6409575209916447,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,,,,,,,0.8497150284971503,0.8497150284971503,0.0628281541760534,0.1050516521819915,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,,,,,,,0.073992600739926,0.295970402959704,-0.6091075827843261,-1.89245818078842,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,,,,,,,0.5602439756024398,0.5721427857214278,-0.1882651898346101,-0.5028285118490237,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,,,,,,,0.5721427857214278,0.5721427857214278,0.1888627433847907,0.7191064594299181,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,,,,,,,0.5246475352464753,0.5721427857214278,-0.2125598780182868,-0.3517911614095732,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,,,,,,,0.0155984401559844,0.0317968203179682,-0.4234742253466727,-0.8739924069422974,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,peak_z,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,,,,,,,0.0158984101589841,0.0317968203179682,0.4236785160413595,0.7941521350846963,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,,,,,,,0.0746925307469253,0.0746925307469253,0.3028041586398284,1.192382598914307,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,peak_z,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,,,,,,,0.0385961403859614,0.0514615205146152,-0.3600365246377543,-0.4721436875150433,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,,,,,,,0.8717128287171283,0.8717128287171283,0.0574125947961937,0.0209401621447866,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.7114288571142886,0.8717128287171283,-0.1231097963230601,-0.0481965339330202,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,,,,,,,0.0183981601839816,0.0735926407359264,0.8099090238761809,0.2450433386168198,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,,,,,,,0.4623537646235376,0.8717128287171283,0.249473728736938,0.0886266492775816,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,,,,,,,0.8249175082491751,0.8249175082491751,-0.0734588328818038,-0.0332686143826261,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.1625837416258374,0.2167783221677832,-0.4694755140998559,-0.1463718966384196,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,,,,,,,0.1002899710028997,0.2005799420057994,-0.5554000968479862,-0.1755791410912072,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,,,,,,,0.0061993800619938,0.0247975202479752,-0.9458475079894592,-0.3633046085378525,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,,,,,,,0.2722727727227277,0.3630303636303036,-0.4623512164111827,-0.2038517095148897,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,,,,,,,0.5152484751524847,0.5152484751524847,-0.272009257919225,-0.1125256063221253,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,,,,,,,0.0442955704429557,0.1771822817718228,-0.8674251671419863,-0.2725012223595577,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,,,,,,,0.2394760523947605,0.3630303636303036,-0.4869520459634349,-0.1687822348249763,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,,,,,,,0.2768723127687231,0.4931506849315068,0.3657767104336423,0.1705830951322635,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,,,,,,,0.7776222377762224,0.7776222377762224,-0.0939397377065372,-0.0338462903162943,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,,,,,,,0.3698630136986301,0.4931506849315068,0.3016737286996215,0.0969220812683505,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,,,,,,,0.1278872112788721,0.4931506849315068,-0.5112307365188555,-0.1945223737128761,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,,,,,,,0.1218878112188781,0.331966803319668,-0.526604731723026,-0.182911547370103,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,,,,,,,0.165983401659834,0.331966803319668,-0.4627002796048623,-0.1607221402551456,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,,,,,,,0.7805219478052194,0.7805219478052194,-0.0924252815226381,-0.0274578837427379,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,,,,,,,0.5066493350664933,0.6755324467553244,-0.2232032983569623,-0.0801555855473946,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,,,,,,,0.1250874912508749,0.1667833216678332,-0.2599445873857668,-0.1496429329874773,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,,,,,,,0.8262173782621738,0.8262173782621738,-0.0377308946840581,-0.0143502436167259,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,,,,,,,0.0372962703729627,0.0745925407459254,0.3610772319816447,0.1481212573484692,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,,,,,,,0.0013998600139986,0.0055994400559944,0.5923188764610946,0.2831490229904578,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,OMNIBUS (6 pairs),,,,,,0.3811618838116188,,,0.1081769736558463,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,face-house,,,,,,0.0637936206379362,0.3827617238276173,0.6389807732516882,0.2589853207971011,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,face-object,,,,,,0.8854114588541145,0.8854114588541145,-0.0482109383191637,-0.02130034801123,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,face-word,,,,,,0.3220677932206779,0.7824717528247176,0.3330924996283273,0.1354266435115805,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,house-object,,,,,,0.8439156084391561,0.8854114588541145,0.0667393005772545,0.0269881878675566,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,house-word,,,,,,0.3948605139486051,0.7824717528247176,0.2847234215406809,0.1067195068396614,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,object_LOC,object-word,,,,,,0.5216478352164784,0.7824717528247176,0.2158880270011849,0.1009558380916211,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.5258474152584741,,,0.0922481474674118,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,face-house,,,,,,0.957904209579042,0.9933006699330068,-0.0186002899712287,-0.0079927468380087,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,face-object,,,,,,0.3563643635636436,0.7127287271272872,0.3082840687936347,0.1188886701414836,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,face-word,,,,,,0.1694830516948305,0.7127287271272872,0.4702220913912602,0.2170814640448785,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,house-object,,,,,,0.9933006699330068,0.9933006699330068,-0.0028615306691013,-0.0013198918561545,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,house-word,,,,,,0.2502749725027497,0.7127287271272872,-0.3892344258358656,-0.1707443112302536,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,house_PPA_strict,object-word,,,,,,0.7195280471952805,0.9933006699330068,0.1203291816120538,0.0420716485713517,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,OMNIBUS (6 pairs),,,,,,0.0887911208879112,,,0.2460237921722199,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,face-house,,,,,,0.346965303469653,0.4617138286171383,0.3130871037158728,0.1288441433678507,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,face-object,,,,,,0.0451954804519548,0.1355864413558644,0.6782804591245516,0.2299649276685548,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,face-word,,,,,,0.0038996100389961,0.0233976602339766,1.0026682108823313,0.34047586796391,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,house-object,,,,,,0.222977702229777,0.4459554044595541,0.4094281299917078,0.2065592267047894,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,house-word,,,,,,0.3847615238476152,0.4617138286171383,-0.2898496165687959,-0.1322883375693215,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,face_FFA,object-word,,,,,,0.8753124687531247,0.8753124687531247,0.0534634440466706,0.0211748878369582,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.3010698930106989,,,0.1836537746594664,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,face-house,,,,,,0.362963703629637,0.5444455554444556,0.3041565053012632,0.1457575454114706,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,face-object,,,,,,0.2605739426057394,0.5211478852114788,0.3812195068435069,0.163637744674812,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,face-word,,,,,,0.7495250474952505,0.7495250474952505,0.1079893345953523,0.0437343476672403,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,house-object,,,,,,0.1570842915708429,0.5211478852114788,0.4766163663615458,0.2614382695209695,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,house-word,,,,,,0.577042295770423,0.6924507549245076,-0.1858585950508858,-0.0967230882258683,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,1,A = LH ctrl        B = LH-intact pt,primary,False,,word_VWFA,object-word,,,,,,0.1850814918508149,0.5211478852114788,0.4501182114968582,0.2366710447031559,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,OMNIBUS (6 pairs),,,,,,0.2393760623937606,,,0.1966832136235061,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,face-house,,,,,,0.0085991400859914,0.0515948405159484,0.9154268814438888,0.3357386520128974,36,12,,23.0,primary_strict,,,,,,,,,,B
