measure,comparison,comparison_name,role,paired,roi,pair,diff,cohen_d,p,q_fdr,higher_group,n_a,n_b,age_cap,roi_set
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,OMNIBUS (6 pairs),0.12330905106201294,,0.6788321167883211,,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,face-house,-0.2923452414342114,-0.6028972499403744,0.16008399160083991,0.9605039496050395,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,face-object,-0.15925000801739847,-0.4001755558697027,0.3294670532946705,0.9804019598040196,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,face-word,0.004841138595705896,0.011013957958831318,0.9804019598040196,0.9804019598040196,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,house-object,-0.005611887004047356,-0.012854821102001153,0.9757024297570243,0.9804019598040196,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,house-word,-0.06486170607295992,-0.11349774012550125,0.7814218578142186,0.9804019598040196,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,house_PPA_strict,object-word,-0.09066848959754437,-0.22281150775439962,0.5831416858314169,0.9804019598040196,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,OMNIBUS (6 pairs),0.43749383675780484,,0.11328867113288671,,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,face-house,0.020189315696393095,0.05293094505633469,0.9026097390260974,0.9026097390260975,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,face-object,-0.2541166448468379,-0.6073714160692752,0.15508449155084492,0.46525347465253475,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,face-word,-0.5794139919879409,-1.4244834978287226,0.0025997400259974,0.0155984401559844,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,house-object,-0.09381285187050648,-0.18310739190550884,0.6495350464953504,0.7850814918508149,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,house-word,0.09598931668332583,0.19014383227103845,0.6542345765423457,0.7850814918508149,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,face_FFA,object-word,-0.1370240303614343,-0.2502674328960625,0.5406459354064593,0.7850814918508149,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,OMNIBUS (6 pairs),0.35342822545611713,,0.1613838616138386,,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,face-house,-0.2924648797020158,-0.8185140169271915,0.058194180581941805,0.3491650834916508,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,face-object,-0.15457214758295845,-0.30892789144284644,0.45155484451554845,0.4804519548045196,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,face-word,0.11802826207632922,0.2882363240575323,0.4804519548045195,0.4804519548045196,B,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,house-object,-0.267722438351056,-0.5566207890554091,0.1835816418358164,0.3671632836716328,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,house-word,-0.18661986698162264,-0.4181345797841819,0.30626937306269375,0.4594040595940406,A,12,12,23.0,primary_strict
geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,word_VWFA,object-word,-0.351521011307948,-0.6281066967504044,0.1352864713528647,0.3671632836716328,A,12,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,OMNIBUS (6 pairs),0.27848112326953484,,0.15448455154484553,,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,face-house,0.3031382122743591,0.7172697741095903,0.038196180381961806,0.20427957204279573,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,face-object,0.282883356776477,0.6289879637157362,0.0680931906809319,0.20427957204279573,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,face-word,0.21538497776270438,0.4781118652841233,0.1640835916408359,0.3281671832816718,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,house-object,0.18637681130524264,0.33276773337166793,0.32656734326567344,0.3918808119188081,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,house-word,0.15163458030841548,0.3361744998725525,0.3173682631736826,0.3918808119188081,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,object_LOC,object-word,0.04945001116332404,0.0871230740910398,0.7972202779722027,0.7972202779722027,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,house_PPA_strict,OMNIBUS (6 pairs),0.2173314575982921,,0.15648435156484353,,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,house_PPA_strict,face-house,0.0949393860857729,0.2119295157174556,0.522047795220478,0.6264573542645735,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,house_PPA_strict,face-object,0.17870596147199685,0.41570816387674286,0.22177782221777823,0.44355564443555645,B,36,12,23.0,primary_strict
geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,house_PPA_strict,face-word,0.034340726111359965,0.07268864270870577,0.8277172282771723,0.8277172282771724,B,36,12,23.0,primary_strict
