subject_id,group,partition,category,threshold,li
sub-034,control,lateral,house,1.0,-0.08267215513074301
sub-034,control,lateral,house,1.25,-0.07978437636500295
sub-034,control,lateral,house,1.5,-0.07400063683256108
sub-034,control,lateral,house,1.75,-0.052836250312425684
sub-034,control,lateral,house,2.0,-0.056663071317021536
sub-034,control,lateral,house,2.25,-0.06162482319180182
sub-034,control,lateral,house,2.5,-0.058150809541216875
sub-034,control,lateral,house,2.75,-0.06128744090059762
sub-034,control,lateral,house,3.0,-0.06514591201272366
sub-034,control,lateral,house,3.25,-0.056721095925263476
sub-034,control,lateral,house,3.5,-0.05496714763384272
sub-034,control,lateral,house,3.75,-0.06548658741488471
sub-034,control,lateral,house,4.0,-0.06153556545729153
sub-034,control,lateral,house,4.25,-0.05204741413674006
sub-034,control,lateral,house,4.5,-0.040568080630336026
sub-034,control,lateral,house,4.75,-0.040797982745421645
sub-034,control,lateral,house,5.0,-0.04253084454762525
sub-034,control,medial,house,0.25,-0.05181822840275207
sub-034,control,medial,house,0.5,-0.06357377264044836
sub-034,control,medial,house,0.75,-0.08110450014025689
sub-034,control,medial,house,1.0,-0.09944762638700741
sub-034,control,medial,house,1.25,-0.12498068999094496
sub-034,control,medial,house,1.5,-0.13369518562183008
sub-034,control,medial,house,1.75,-0.1478028528320493
sub-034,control,medial,house,2.0,-0.15975790871933543
sub-034,control,medial,house,2.25,-0.19933404955142933
sub-034,control,medial,house,2.5,-0.2034930457900561
sub-034,control,medial,house,2.75,-0.19800471670860895
sub-034,control,medial,house,3.0,-0.196745704207838
sub-034,control,medial,house,3.25,-0.17761238800542173
sub-034,control,medial,house,3.5,-0.1965957261114669
sub-034,control,medial,house,3.75,-0.1897648465841908
sub-034,control,medial,house,4.0,-0.20574580297699469
sub-034,control,medial,house,4.25,-0.2078900294031896
sub-034,control,medial,house,4.5,-0.2051007471921854
sub-034,control,medial,house,4.75,-0.27080055299892075
sub-034,control,medial,house,5.0,-0.3040434746387023
sub-034,control,whole,object,0.25,0.02814245829829507
sub-034,control,whole,object,0.5,0.037662851105838106
sub-034,control,whole,object,0.75,0.037077188891551066
sub-034,control,whole,object,1.0,0.038693501501370804
sub-034,control,whole,object,1.25,0.029775547977688534
sub-034,control,whole,object,1.5,0.019881250811705383
sub-034,control,whole,object,1.75,0.004047428888447832
sub-034,control,whole,object,2.0,-0.000885449602938281
sub-034,control,whole,object,2.25,-0.0046103033744412355
sub-034,control,whole,object,2.5,-0.008195457979861613
sub-034,control,whole,object,2.75,-0.00876833000991175
sub-034,control,whole,object,3.0,-0.03825393429611597
sub-034,control,whole,object,3.25,-0.058715923226262914
sub-034,control,whole,object,3.5,-0.07922829695046742
sub-034,control,whole,object,3.75,-0.07956474570766603
sub-034,control,whole,object,4.0,-0.08745721888489678
sub-034,control,whole,object,4.25,-0.09687950472492426
sub-034,control,whole,object,4.5,-0.10421225255135065
sub-034,control,whole,object,4.75,-0.11196520574617791
sub-034,control,whole,object,5.0,-0.13169164431761227
sub-034,control,lateral,object,0.25,0.06615254285811191
sub-034,control,lateral,object,0.5,0.08203876947724793
sub-034,control,lateral,object,0.75,0.09179433721823699
sub-034,control,lateral,object,1.0,0.0961505851444592
sub-034,control,lateral,object,1.25,0.08099136459236651
sub-034,control,lateral,object,1.5,0.0716928010861125
sub-034,control,lateral,object,1.75,0.05643730439601901
sub-034,control,lateral,object,2.0,0.04809913282412756
sub-034,control,lateral,object,2.25,0.03987137184438498
sub-034,control,lateral,object,2.5,0.03004352966409123
sub-034,control,lateral,object,2.75,0.017536484090207582
sub-034,control,lateral,object,3.0,-0.016887160261171322
sub-034,control,lateral,object,3.25,-0.04019981816312683
sub-034,control,lateral,object,3.5,-0.07026938336138207
sub-034,control,lateral,object,3.75,-0.07563953395397624
sub-034,control,lateral,object,4.0,-0.09026686496357332
sub-034,control,lateral,object,4.25,-0.1051006921760939
sub-034,control,lateral,object,4.5,-0.112061472514389
sub-034,control,lateral,object,4.75,-0.11530807116349198
sub-034,control,lateral,object,5.0,-0.1346289113936886
sub-034,control,medial,object,0.25,-0.06827834103918544
sub-034,control,medial,object,0.5,-0.07707349178585889
sub-034,control,medial,object,0.75,-0.09495529756131277
sub-034,control,medial,object,1.0,-0.09376258804412667
sub-034,control,medial,object,1.25,-0.10612371088856158
sub-034,control,medial,object,1.5,-0.12803299459178225
sub-034,control,medial,object,1.75,-0.13413339162802917
sub-034,control,medial,object,2.0,-0.14436285811094737
sub-034,control,medial,object,2.25,-0.15798354187258795
sub-034,control,medial,object,2.5,-0.12596371006146612
sub-034,control,medial,object,2.75,-0.10133820862232432
sub-034,control,medial,object,3.0,-0.11080561920444122
sub-034,control,medial,object,3.25,-0.10508061866981558
sub-034,control,medial,object,3.5,-0.1218182762954381
sub-034,control,medial,object,3.75,-0.12051196691790056
sub-034,control,medial,object,4.0,-0.08838638565716957
sub-034,control,medial,object,4.25,-0.08016758637151675
sub-034,control,medial,object,4.5,-0.046569997592922865
sub-034,control,medial,object,4.75,0.014620598277032758
sub-034,control,medial,object,5.0,0.05197614907937967
sub-034,control,whole,word,0.25,0.26355935885293746
sub-034,control,whole,word,0.5,0.33932192081165025
sub-034,control,whole,word,0.75,0.3984453095372737
sub-034,control,whole,word,1.0,0.4605038008838055
sub-034,control,whole,word,1.25,0.5161562170204241
sub-034,control,whole,word,1.5,0.5669286707976579
sub-034,control,whole,word,1.75,0.6220829764720512
sub-034,control,whole,word,2.0,0.6687456804457156
sub-034,control,whole,word,2.25,0.7243900625311395
sub-034,control,whole,word,2.5,0.7779196573868853
sub-034,control,whole,word,2.75,0.8161877072200192
sub-034,control,whole,word,3.0,0.8609135704234399
sub-034,control,whole,word,3.25,0.9124501923958611
sub-034,control,whole,word,3.5,0.937934509226936
sub-034,control,whole,word,3.75,0.9644239513860791
sub-034,control,whole,word,4.0,0.982492248333847
sub-034,control,whole,word,4.25,0.9906820856083794
sub-034,control,whole,word,4.5,0.9940603143865163
sub-034,control,whole,word,4.75,1.0
sub-034,control,whole,word,5.0,1.0
sub-034,control,lateral,word,0.25,0.2527239395670562
sub-034,control,lateral,word,0.5,0.3472814058526011
sub-034,control,lateral,word,0.75,0.43653634871245556
sub-034,control,lateral,word,1.0,0.5365564244541199
sub-034,control,lateral,word,1.25,0.6195934890112196
sub-034,control,lateral,word,1.5,0.6966299881953931
sub-034,control,lateral,word,1.75,0.7752205377727097
sub-034,control,lateral,word,2.0,0.8113605492045266
sub-034,control,lateral,word,2.25,0.854248745240286
sub-034,control,lateral,word,2.5,0.9039581091010035
sub-034,control,lateral,word,2.75,0.9299979299171262
sub-034,control,lateral,word,3.0,0.9547722981520695
sub-034,control,lateral,word,3.25,0.980549699783123
sub-034,control,lateral,word,3.5,0.9967125198417244
sub-034,control,lateral,word,3.75,1.0
sub-034,control,lateral,word,4.0,1.0
sub-034,control,lateral,word,4.25,1.0
sub-034,control,lateral,word,4.5,1.0
sub-034,control,lateral,word,4.75,1.0
sub-034,control,lateral,word,5.0,1.0
sub-034,control,medial,word,0.25,0.28570084745668056
sub-034,control,medial,word,0.5,0.3174000891206298
sub-034,control,medial,word,0.75,0.3382414655230819
sub-034,control,medial,word,1.0,0.3520003591542277
sub-034,control,medial,word,1.25,0.33657435520153656
sub-034,control,medial,word,1.5,0.37237287209556524
sub-034,control,medial,word,1.75,0.39769241256994226
sub-034,control,medial,word,2.0,0.4127821291034923
sub-034,control,medial,word,2.25,0.47000371726638845
sub-034,control,medial,word,2.5,0.5393510899766281
sub-034,control,medial,word,2.75,0.5489616796648386
sub-034,control,medial,word,3.0,0.6277842074665204
sub-034,control,medial,word,3.25,0.7325708356574193
sub-034,control,medial,word,3.5,0.7915737332608209
sub-034,control,medial,word,3.75,0.8731601265443693
sub-034,control,medial,word,4.0,0.9496797069117974
sub-034,control,medial,word,4.25,0.9719318200856278
sub-034,control,medial,word,4.5,0.9893563760152563
sub-034,control,medial,word,4.75,1.0
sub-034,control,medial,word,5.0,1.0
sub-035,control,whole,face,0.25,-0.07742027502503665
sub-035,control,whole,face,0.5,-0.07482397837560545
sub-035,control,whole,face,0.75,-0.0717386523615867
sub-035,control,whole,face,1.0,-0.07414233605532301
sub-035,control,whole,face,1.25,-0.0782532940607813
sub-035,control,whole,face,1.5,-0.09670906399756386
sub-035,control,whole,face,1.75,-0.10009416161731971
sub-035,control,whole,face,2.0,-0.1179044381084103
sub-035,control,whole,face,2.25,-0.1349064713031914
sub-035,control,whole,face,2.5,-0.1554697481760081
sub-035,control,whole,face,2.75,-0.18278869748356497
sub-035,control,whole,face,3.0,-0.2065815828865032
sub-035,control,whole,face,3.25,-0.23081678209459378
sub-035,control,whole,face,3.5,-0.2572626424947073
sub-035,control,whole,face,3.75,-0.26719633008367
sub-035,control,whole,face,4.0,-0.28186762197646315
sub-035,control,whole,face,4.25,-0.31173727345781027
sub-035,control,whole,face,4.5,-0.34684032124260206
sub-035,control,whole,face,4.75,-0.38876029745116414
sub-035,control,whole,face,5.0,-0.4052818300225411
sub-035,control,lateral,face,0.25,-0.06054437323727843
sub-035,control,lateral,face,0.5,-0.07546296612204126
sub-035,control,lateral,face,0.75,-0.08963683586405566
sub-035,control,lateral,face,1.0,-0.11374084703167142
sub-035,control,lateral,face,1.25,-0.1391304052670055
sub-035,control,lateral,face,1.5,-0.17940954038060805
sub-035,control,lateral,face,1.75,-0.19650365639011053
sub-035,control,lateral,face,2.0,-0.21806196683295412
sub-035,control,lateral,face,2.25,-0.23843637960951644
sub-035,control,lateral,face,2.5,-0.269525246723124
sub-035,control,lateral,face,2.75,-0.2912419635155706
sub-035,control,lateral,face,3.0,-0.30558352308593223
sub-035,control,lateral,face,3.25,-0.34193183528556026
sub-035,control,lateral,face,3.5,-0.38310642341484263
sub-035,control,lateral,face,3.75,-0.38628550317366767
sub-035,control,lateral,face,4.0,-0.4093547005109954
sub-035,control,lateral,face,4.25,-0.44883689549938277
sub-035,control,lateral,face,4.5,-0.4737587504383501
sub-035,control,lateral,face,4.75,-0.5088985894536738
sub-035,control,lateral,face,5.0,-0.5331850700464829
sub-035,control,medial,face,0.25,-0.10260634649239013
sub-035,control,medial,face,0.5,-0.07681287912806423
sub-035,control,medial,face,0.75,-0.052881548345420075
sub-035,control,medial,face,1.0,0.011777551849744081
sub-035,control,medial,face,1.25,0.05919287671281166
sub-035,control,medial,face,1.5,0.12012812714360985
sub-035,control,medial,face,1.75,0.16184953675906524
sub-035,control,medial,face,2.0,0.21546795469137314
sub-035,control,medial,face,2.25,0.22748961203089227
sub-035,control,medial,face,2.5,0.27974404485791526
sub-035,control,medial,face,2.75,0.27664251067773793
sub-035,control,medial,face,3.0,0.2513542186995848
sub-035,control,medial,face,3.25,0.27702464143457206
sub-035,control,medial,face,3.5,0.23544944259836742
sub-035,control,medial,face,3.75,0.249029556283073
sub-035,control,medial,face,4.0,0.28176394220094786
sub-035,control,medial,face,4.25,0.2858465340458442
sub-035,control,medial,face,4.5,0.23715261446793098
sub-035,control,medial,face,4.75,0.19313165712488206
sub-035,control,medial,face,5.0,0.18663881218766804
sub-035,control,whole,house,0.25,0.001932279676477665
sub-035,control,whole,house,0.5,-0.013046532660875599
sub-035,control,whole,house,0.75,-0.0296739540442039
sub-035,control,whole,house,1.0,-0.05042788179525326
sub-035,control,whole,house,1.25,-0.08162501612414162
sub-035,control,whole,house,1.5,-0.1128854706313789
sub-035,control,whole,house,1.75,-0.142831270973063
sub-035,control,whole,house,2.0,-0.17593891103949005
sub-035,control,whole,house,2.25,-0.20782270014224247
sub-035,control,whole,house,2.5,-0.2424111660081658
sub-035,control,whole,house,2.75,-0.2750875479288263
sub-035,control,whole,house,3.0,-0.30560426243198857
sub-035,control,whole,house,3.25,-0.332758177791028
sub-035,control,whole,house,3.5,-0.35551004974281253
sub-035,control,whole,house,3.75,-0.35250427217408314
sub-035,control,whole,house,4.0,-0.3351415647554291
sub-035,control,whole,house,4.25,-0.3470716454405312
sub-035,control,whole,house,4.5,-0.34435806981584605
sub-035,control,whole,house,4.75,-0.3603781335125311
sub-035,control,whole,house,5.0,-0.3690878841242764
sub-035,control,lateral,house,0.25,-0.012322930883349174
sub-035,control,lateral,house,0.5,-0.03223428441869252
sub-035,control,lateral,house,0.75,-0.06247189692213943
sub-035,control,lateral,house,1.0,-0.09105068287417971
sub-035,control,lateral,house,1.25,-0.13004967407641518
sub-035,control,lateral,house,1.5,-0.16954284812255316
sub-035,control,lateral,house,1.75,-0.2110039304206106
sub-035,control,lateral,house,2.0,-0.26176194983261425
sub-035,control,lateral,house,2.25,-0.30959610936969056
sub-035,control,lateral,house,2.5,-0.34265808976341433
sub-035,control,lateral,house,2.75,-0.38469229679731703
sub-035,control,lateral,house,3.0,-0.41186057736070447
sub-035,control,lateral,house,3.25,-0.44818839593661525
sub-035,control,lateral,house,3.5,-0.4613352508668612
sub-035,control,lateral,house,3.75,-0.4691388731418663
sub-035,control,lateral,house,4.0,-0.45975918874371596
sub-035,control,lateral,house,4.25,-0.47103037944093457
sub-035,control,lateral,house,4.5,-0.4767480092958125
sub-035,control,lateral,house,4.75,-0.481292787775493
sub-035,control,lateral,house,5.0,-0.5130439666633696
sub-035,control,medial,house,0.25,0.025709644731521694
sub-035,control,medial,house,0.5,0.01914808664638299
sub-035,control,medial,house,0.75,0.020847664951190774
sub-035,control,medial,house,1.0,0.013001102443652802
sub-035,control,medial,house,1.25,-0.0012316336532848524
sub-035,control,medial,house,1.5,-0.024351291412925517
sub-035,control,medial,house,1.75,-0.03272349999010083
sub-035,control,medial,house,2.0,-0.03164074705282567
sub-035,control,medial,house,2.25,-0.027682275466404782
sub-035,control,medial,house,2.5,-0.061123771268970895
sub-035,control,medial,house,2.75,-0.05714056179386593
sub-035,control,medial,house,3.0,-0.06976024036230791
sub-035,control,medial,house,3.25,-0.08733433436990472
sub-035,control,medial,house,3.5,-0.09217280128384625
sub-035,control,medial,house,3.75,-0.06820448598832808
sub-035,control,medial,house,4.0,-0.032416887563807645
sub-035,control,medial,house,4.25,-0.042277987137405534
sub-035,control,medial,house,4.5,-0.03901611752381271
sub-035,control,medial,house,4.75,-0.04736397938794859
sub-035,control,medial,house,5.0,0.010100619414612601
sub-035,control,whole,object,0.25,0.14986545596222847
sub-035,control,whole,object,0.5,0.20140480446904324
sub-035,control,whole,object,0.75,0.2531911220430903
sub-035,control,whole,object,1.0,0.2972014385443238
sub-035,control,whole,object,1.25,0.3259583659765743
sub-035,control,whole,object,1.5,0.36605935528788053
sub-035,control,whole,object,1.75,0.40311264858705775
sub-035,control,whole,object,2.0,0.4545546949068788
sub-035,control,whole,object,2.25,0.4954922156518266
sub-035,control,whole,object,2.5,0.5309236763875904
sub-035,control,whole,object,2.75,0.5974379894941577
sub-035,control,whole,object,3.0,0.6576269253603176
sub-035,control,whole,object,3.25,0.7098279511125832
sub-035,control,whole,object,3.5,0.7624982423194214
sub-035,control,whole,object,3.75,0.8219604568840481
sub-035,control,whole,object,4.0,0.9116205402590506
sub-035,control,whole,object,4.25,0.966598153511149
sub-035,control,whole,object,4.5,1.0
sub-035,control,whole,object,4.75,1.0
sub-035,control,whole,object,5.0,1.0
sub-035,control,lateral,object,0.25,0.183733407949491
sub-035,control,lateral,object,0.5,0.2215363311764832
sub-035,control,lateral,object,0.75,0.24648974703651724
sub-035,control,lateral,object,1.0,0.2821001040007351
sub-035,control,lateral,object,1.25,0.3091169674147316
sub-035,control,lateral,object,1.5,0.3553614985559669
sub-035,control,lateral,object,1.75,0.38449395598247627
sub-035,control,lateral,object,2.0,0.4428601221726355
sub-035,control,lateral,object,2.25,0.48059316788239465
sub-035,control,lateral,object,2.5,0.5325498241657528
sub-035,control,lateral,object,2.75,0.5970296314783013
sub-035,control,lateral,object,3.0,0.6534547811470988
sub-035,control,lateral,object,3.25,0.7175521228198382
sub-035,control,lateral,object,3.5,0.7549018368627637
sub-035,control,lateral,object,3.75,0.8219896329941061
sub-035,control,lateral,object,4.0,0.9110758643897505
sub-035,control,lateral,object,4.25,0.9768985864893165
sub-035,control,lateral,object,4.5,1.0
sub-035,control,lateral,object,4.75,1.0
sub-035,control,lateral,object,5.0,1.0
sub-035,control,medial,object,0.25,0.05274865389624361
sub-035,control,medial,object,0.5,0.14472026093422857
sub-035,control,medial,object,0.75,0.27420507402081545
sub-035,control,medial,object,1.0,0.397282318772046
sub-035,control,medial,object,1.25,0.5162391388797181
sub-035,control,medial,object,1.5,0.5915818521729639
sub-035,control,medial,object,1.75,0.7501121420191765
sub-035,control,medial,object,2.0,1.0
sub-035,control,medial,object,2.25,1.0
sub-035,control,medial,object,2.5,1.0
sub-035,control,whole,word,0.25,0.08526391314115933
sub-035,control,whole,word,0.5,0.07776318182187145
sub-035,control,whole,word,0.75,0.07881987927260364
sub-035,control,whole,word,1.0,0.017907309092893425
sub-035,control,whole,word,1.25,-0.0005242448409087987
sub-035,control,whole,word,1.5,0.005854767282273505
sub-035,control,whole,word,1.75,-0.018517736664383503
sub-035,control,whole,word,2.0,-0.06908668255302568
sub-035,control,whole,word,2.25,-0.06578668490363421
sub-035,control,whole,word,2.5,-0.17336443130429588
sub-035,control,whole,word,2.75,-0.1615059270231684
sub-035,control,whole,word,3.0,-0.1509088134088134
sub-035,control,whole,word,3.25,-0.6305966064586754
sub-035,control,lateral,word,0.25,0.28898252089188375
sub-035,control,lateral,word,0.5,0.3586906534834746
sub-035,control,lateral,word,0.75,0.48880353380246133
sub-035,control,lateral,word,1.0,0.5860828417367013
sub-035,control,lateral,word,1.25,0.6551956070097371
sub-035,control,lateral,word,1.5,0.800896425032508
sub-035,control,lateral,word,1.75,0.8520372455964311
sub-035,control,lateral,word,2.0,0.9577630423684034
sub-035,control,lateral,word,2.25,1.0
sub-035,control,lateral,word,2.5,1.0
sub-035,control,lateral,word,2.75,1.0
sub-035,control,medial,word,0.25,-0.03384504425936818
sub-035,control,medial,word,0.5,-0.07525140110503081
sub-035,control,medial,word,0.75,-0.1279547295192823
sub-035,control,medial,word,1.0,-0.24470145677462082
sub-035,control,medial,word,1.25,-0.29581522869902327
sub-035,control,medial,word,1.5,-0.3052367914934633
sub-035,control,medial,word,1.75,-0.35561419388881604
sub-035,control,medial,word,2.0,-0.3712233059037984
sub-035,control,medial,word,2.25,-0.4064280776178505
sub-035,control,medial,word,2.5,-0.5192005312694967
sub-035,control,medial,word,2.75,-0.5701298701298702
sub-035,control,medial,word,3.0,-0.4733722060252672
sub-036,control,whole,face,0.25,-0.20507056936147058
sub-036,control,whole,face,0.5,-0.2436934204542856
sub-036,control,whole,face,0.75,-0.2935846485095564
sub-036,control,whole,face,1.0,-0.33341221650900876
sub-036,control,whole,face,1.25,-0.37560386800404705
sub-036,control,whole,face,1.5,-0.39834200277027176
sub-036,control,whole,face,1.75,-0.4260276228991172
sub-036,control,whole,face,2.0,-0.454949576678872
sub-036,control,whole,face,2.25,-0.46971753295523166
sub-036,control,whole,face,2.5,-0.4997851898794615
sub-036,control,whole,face,2.75,-0.5165610313046985
sub-036,control,whole,face,3.0,-0.535757730777059
sub-036,control,whole,face,3.25,-0.5423364487864187
sub-036,control,whole,face,3.5,-0.5478823210324267
sub-036,control,whole,face,3.75,-0.5613590218885465
sub-036,control,whole,face,4.0,-0.5614482238459141
sub-036,control,whole,face,4.25,-0.5547288332617984
sub-036,control,whole,face,4.5,-0.5537218081576865
sub-036,control,whole,face,4.75,-0.5526199004940958
sub-036,control,whole,face,5.0,-0.5558624248056127
sub-036,control,lateral,face,0.25,-0.28586264572115977
sub-036,control,lateral,face,0.5,-0.347032256692645
sub-036,control,lateral,face,0.75,-0.3989312008242614
sub-036,control,lateral,face,1.0,-0.451120391334002
sub-036,control,lateral,face,1.25,-0.49025674318873697
sub-036,control,lateral,face,1.5,-0.5158277478616415
sub-036,control,lateral,face,1.75,-0.5470727919567777
sub-036,control,lateral,face,2.0,-0.5655014502131192
sub-036,control,lateral,face,2.25,-0.5863800506439927
sub-036,control,lateral,face,2.5,-0.5926527332193864
sub-036,control,lateral,face,2.75,-0.6061805987773893
sub-036,control,lateral,face,3.0,-0.6093318708898368
sub-036,control,lateral,face,3.25,-0.6227213249750138
sub-036,control,lateral,face,3.5,-0.6256173799657024
sub-036,control,lateral,face,3.75,-0.6341488263418117
sub-036,control,lateral,face,4.0,-0.6386611119337556
sub-036,control,lateral,face,4.25,-0.6380409880725856
sub-036,control,lateral,face,4.5,-0.64268215093396
sub-036,control,lateral,face,4.75,-0.6334895733004141
sub-036,control,lateral,face,5.0,-0.6263492194928678
sub-036,control,medial,face,0.25,-0.04996918480336958
sub-036,control,medial,face,0.5,-0.06007616527429157
sub-036,control,medial,face,0.75,-0.07935165518919661
sub-036,control,medial,face,1.0,-0.09270734131906094
sub-036,control,medial,face,1.25,-0.10388933735204485
sub-036,control,medial,face,1.5,-0.1034951778109626
sub-036,control,medial,face,1.75,-0.09674461581235975
sub-036,control,medial,face,2.0,-0.11460602500297189
sub-036,control,medial,face,2.25,-0.09628486016084574
sub-036,control,medial,face,2.5,-0.16254671982164573
sub-036,control,medial,face,2.75,-0.18402041919414813
sub-036,control,medial,face,3.0,-0.1895427974092877
sub-036,control,medial,face,3.25,-0.18675285340490957
sub-036,control,medial,face,3.5,-0.1770297258801426
sub-036,control,medial,face,3.75,-0.15349066501382128
sub-036,control,medial,face,4.0,-0.1010813472144388
sub-036,control,medial,face,4.25,-0.034223412019410954
sub-036,control,medial,face,4.5,-0.04896870592276643
sub-036,control,medial,face,4.75,-0.032135047787597355
sub-036,control,medial,face,5.0,0.005812212033830187
sub-036,control,whole,house,0.25,-0.08477410916227746
sub-036,control,whole,house,0.5,-0.10763038072572853
sub-036,control,whole,house,0.75,-0.11627266574288042
sub-036,control,whole,house,1.0,-0.13418569450281528
sub-036,control,whole,house,1.25,-0.14513375221447983
sub-036,control,whole,house,1.5,-0.1582777591549891
sub-036,control,whole,house,1.75,-0.1747428561421382
sub-036,control,whole,house,2.0,-0.18444147922714269
sub-036,control,whole,house,2.25,-0.1976557709902065
sub-036,control,whole,house,2.5,-0.2164254768455237
sub-036,control,whole,house,2.75,-0.23355609672442867
sub-036,control,whole,house,3.0,-0.25849295273802925
sub-036,control,whole,house,3.25,-0.27168840954326084
sub-036,control,whole,house,3.5,-0.2947378067839971
sub-036,control,whole,house,3.75,-0.32569338714866963
sub-036,control,whole,house,4.0,-0.3338266930402415
sub-036,control,whole,house,4.25,-0.35079804484905475
sub-036,control,whole,house,4.5,-0.37075651466736576
sub-036,control,whole,house,4.75,-0.3970422315196662
sub-036,control,whole,house,5.0,-0.4081606582003225
sub-036,control,lateral,house,0.25,-0.09744529701312712
sub-036,control,lateral,house,0.5,-0.10813309298199447
sub-036,control,lateral,house,0.75,-0.11313376235248242
sub-036,control,lateral,house,1.0,-0.10816624729486987
sub-036,control,lateral,house,1.25,-0.09232558625377736
sub-036,control,lateral,house,1.5,-0.08543144328777635
sub-036,control,lateral,house,1.75,-0.09253478254415638
sub-036,control,lateral,house,2.0,-0.09859852648744932
sub-036,control,lateral,house,2.25,-0.10149215874420997
sub-036,control,lateral,house,2.5,-0.11345333996790583
sub-036,control,lateral,house,2.75,-0.12238087004130652
sub-036,control,lateral,house,3.0,-0.12525765136163433
sub-036,control,lateral,house,3.25,-0.139004447737554
sub-036,control,lateral,house,3.5,-0.16122130751700672
sub-036,control,lateral,house,3.75,-0.18110354069015788
sub-036,control,lateral,house,4.0,-0.182854341776395
sub-036,control,lateral,house,4.25,-0.1780127431867351
sub-036,control,lateral,house,4.5,-0.19664545163061742
sub-036,control,lateral,house,4.75,-0.20994193461294902
sub-036,control,lateral,house,5.0,-0.20218941568977544
sub-036,control,medial,house,0.25,-0.0747500931463725
sub-036,control,medial,house,0.5,-0.103515593635224
sub-036,control,medial,house,0.75,-0.12735477030623082
sub-036,control,medial,house,1.0,-0.1675573304666844
sub-036,control,medial,house,1.25,-0.1902434595146446
sub-036,control,medial,house,1.5,-0.22357813062044102
sub-036,control,medial,house,1.75,-0.23877021309077132
sub-036,control,medial,house,2.0,-0.26768654848092344
sub-036,control,medial,house,2.25,-0.29109119325800414
sub-036,control,medial,house,2.5,-0.30872865461163684
sub-036,control,medial,house,2.75,-0.3396797005539928
sub-036,control,medial,house,3.0,-0.3755909849782991
sub-036,control,medial,house,3.25,-0.38580768105368546
sub-036,control,medial,house,3.5,-0.42161453235178387
sub-036,control,medial,house,3.75,-0.44022093794006245
sub-036,control,medial,house,4.0,-0.4515352462730843
sub-036,control,medial,house,4.25,-0.48538749787997715
sub-036,control,medial,house,4.5,-0.502497251705043
sub-036,control,medial,house,4.75,-0.5366580602946912
sub-036,control,medial,house,5.0,-0.5500408238651137
sub-036,control,whole,object,0.25,0.09205007318966638
sub-036,control,whole,object,0.5,0.10415290813077116
sub-036,control,whole,object,0.75,0.11056645517562463
sub-036,control,whole,object,1.0,0.10880421723832188
sub-036,control,whole,object,1.25,0.11949328973598487
sub-036,control,whole,object,1.5,0.1035255661815603
sub-036,control,whole,object,1.75,0.09900850339175102
sub-036,control,whole,object,2.0,0.09374878677492493
sub-036,control,whole,object,2.25,0.09543343579715058
sub-036,control,whole,object,2.5,0.10470706697980049
sub-036,control,whole,object,2.75,0.12341283896443853
sub-036,control,whole,object,3.0,0.14085290899150396
sub-036,control,whole,object,3.25,0.17447855157135403
sub-036,control,whole,object,3.5,0.19214711332653278
sub-036,control,whole,object,3.75,0.2147270385533524
sub-036,control,whole,object,4.0,0.22830104104598153
sub-036,control,whole,object,4.25,0.24032784839898713
sub-036,control,whole,object,4.5,0.24677945264416373
sub-036,control,whole,object,4.75,0.2568973038267335
sub-036,control,whole,object,5.0,0.2641741331355166
sub-036,control,lateral,object,0.25,0.13448359449886305
sub-036,control,lateral,object,0.5,0.14287098071545512
sub-036,control,lateral,object,0.75,0.1528664497297958
sub-036,control,lateral,object,1.0,0.15247829970971985
sub-036,control,lateral,object,1.25,0.15429209858167447
sub-036,control,lateral,object,1.5,0.13719490369799892
sub-036,control,lateral,object,1.75,0.13460736028177084
sub-036,control,lateral,object,2.0,0.13044155260211235
sub-036,control,lateral,object,2.25,0.13867225270122396
sub-036,control,lateral,object,2.5,0.1414281030021853
sub-036,control,lateral,object,2.75,0.15907644690374445
sub-036,control,lateral,object,3.0,0.18977926911435625
sub-036,control,lateral,object,3.25,0.20541405031344412
sub-036,control,lateral,object,3.5,0.24132167934948928
sub-036,control,lateral,object,3.75,0.2613827274572888
sub-036,control,lateral,object,4.0,0.2661898844698188
sub-036,control,lateral,object,4.25,0.28287510474297206
sub-036,control,lateral,object,4.5,0.2940837129459491
sub-036,control,lateral,object,4.75,0.29586417153857675
sub-036,control,lateral,object,5.0,0.31145244510143916
sub-036,control,medial,object,0.25,0.01977166305046429
sub-036,control,medial,object,0.5,0.03253211013581288
sub-036,control,medial,object,0.75,0.03494594516036804
sub-036,control,medial,object,1.0,0.039002123384439785
sub-036,control,medial,object,1.25,0.04793001478358572
sub-036,control,medial,object,1.5,0.02062398510011374
sub-036,control,medial,object,1.75,0.024133083834719123
sub-036,control,medial,object,2.0,-0.01151445623757997
sub-036,control,medial,object,2.25,-0.005481190974477751
sub-036,control,medial,object,2.5,-0.004178740739770889
sub-036,control,medial,object,2.75,0.007483282723265685
sub-036,control,medial,object,3.0,-0.007849530267281603
sub-036,control,medial,object,3.25,0.029355277428514723
sub-036,control,medial,object,3.5,0.05272250485189746
sub-036,control,medial,object,3.75,0.0697485037623568
sub-036,control,medial,object,4.0,0.07009362972411884
sub-036,control,medial,object,4.25,0.07517214370614136
sub-036,control,medial,object,4.5,0.07680247775339716
sub-036,control,medial,object,4.75,0.0754906206404717
sub-036,control,medial,object,5.0,0.10129075308396118
sub-036,control,whole,word,0.25,0.25339991322683025
