sub,ses_first,ses_last,Δ_face,Δ_house,Δ_object,Δ_word
sub-004,1,6,-0.399609792202348,-1.0588007312603676,0.45522324009446247,
sub-008,1,2,-0.7763810693089714,-1.2077155582722447,-0.7519883624329523,-0.8194160372038403
sub-010,2,3,0.4344948833917245,-0.34282971209052276,0.5933630285660616,0.2185347287035519
sub-021,2,3,-0.11473131987654694,-0.021838484297001748,-0.5818611226163959,0.1801828449708346
sub-079,1,2,-0.21103373639939593,-0.3756328081328894,-0.2996414904489675,-0.09684025376229599
sub-108,1,1,0.0,0.0,0.0,0.0
